x,y,z
-0.027008057,0.005996704,0.072021484
-0.071014404,0.006500244,0.14904785
-0.114990234,0.007003784,0.22595215
-0.17349243,0.0,0.32055664
-0.23199463,-0.007003784,0.41503906
-0.26550293,-0.041000366,0.47644043
-0.29901123,-0.07499695,0.53796387
-0.3125,-0.119506836,0.59594727
-0.32598877,-0.16400146,0.65405273
-0.32751465,-0.21150208,0.6970215
-0.32901,-0.2590027,0.73999023
-0.32998657,-0.28399658,0.7545166
-0.33099365,-0.30900574,0.76904297
-0.33200073,-0.33399963,0.78344727
-0.3414917,-0.34300232,0.78796387
-0.35101318,-0.352005,0.79248047
-0.36050415,-0.36099243,0.7969971
-0.37948608,-0.33450317,0.83703613
-0.39849854,-0.30799866,0.8769531
-0.42001343,-0.27349854,0.9725342
-0.4414978,-0.23899841,1.0679932
-0.4630127,-0.20449829,1.1634521
-0.47399902,-0.18600464,1.2044678
-0.48498535,-0.16749573,1.2454834
-0.4960022,-0.14900208,1.286499
-0.5069885,-0.13049316,1.3275146
-0.5180054,-0.11199951,1.3685303
-0.5289917,-0.09350586,1.4095459
-0.53948975,-0.06399536,1.4759521
-0.5499878,-0.034500122,1.5424805
-0.5629883,-0.01550293,1.6199951
-0.57598877,0.0034942627,1.6975098
-0.58599854,0.04649353,1.7685547
-0.5960083,0.0894928,1.8394775
-0.588501,0.13650513,1.868042
-0.58099365,0.1835022,1.8964844
-0.5734863,0.23049927,1.9250488
-0.5660095,0.2899933,1.9300537
-0.5585022,0.34950256,1.9350586
-0.5509949,0.40899658,1.9399414
-0.49700928,0.47950745,2.040039
-0.44299316,0.55000305,2.1400146
-0.38900757,0.62049866,2.2399902
-0.33499146,0.69099426,2.3399658
-0.28048706,0.66799927,2.4334717
-0.22601318,0.6450043,2.5269775
-0.23449707,0.59950256,2.5495605
-0.24301147,0.55400085,2.5720215
-0.24249268,0.51849365,2.6254883
-0.2420044,0.4830017,2.678955
-0.23400879,0.45399475,2.7020264
-0.23599243,0.4465027,2.738037
-0.24700928,0.45750427,2.758545
-0.2579956,0.46850586,2.7790527
-0.26501465,0.44900513,2.875
-0.27200317,0.4295044,2.9709473
-0.2789917,0.41000366,3.0670166
-0.28601074,0.39050293,3.1629639
-0.28549194,0.41149902,3.234497
-0.28500366,0.43249512,3.3060303
-0.28448486,0.45350647,3.3774414
-0.28399658,0.47450256,3.4489746
-0.2835083,0.49549866,3.5205078
-0.2749939,0.52049255,3.5804443
-0.26651,0.5455017,3.640503
-0.2579956,0.5704956,3.7004395
-0.24899292,0.6119995,3.7390137
-0.23999023,0.6535034,3.7774658
-0.23098755,0.6950073,3.81604
-0.22198486,0.736496,3.8544922
-0.2130127,0.7779999,3.8929443
-0.20498657,0.8184967,3.9050293
-0.19699097,0.85899353,3.9169922
-0.18899536,0.8995056,3.928955
-0.20050049,0.91799927,3.973999
-0.23599243,0.9075012,4.0739746
-0.2715149,0.8970032,4.17395
-0.29348755,0.84399414,4.264038
-0.29748535,0.8045044,4.3065186
-0.30151367,0.7689972,4.3084717
-0.30551147,0.73350525,4.310547
-0.30950928,0.69799805,4.3125
-0.31350708,0.6625061,4.314453
-0.30648804,0.62449646,4.314453
-0.2994995,0.5865021,4.314453
-0.292511,0.54849243,4.314453
-0.3294983,0.54600525,4.4019775
-0.332489,0.5269928,4.4975586
-0.33551025,0.5079956,4.5930176
-0.33850098,0.4889984,4.6884766
-0.3414917,0.47000122,4.7840576
-0.34451294,0.45100403,4.8795166
-0.33551025,0.4335022,4.935547
-0.32650757,0.41600037,4.991455
-0.31750488,0.39849854,5.0474854
-0.31948853,0.41749573,5.104492
-0.3215027,0.43649292,5.161499
-0.32348633,0.45550537,5.218506
-0.31298828,0.47250366,5.243042
-0.30249023,0.48950195,5.267456
-0.2919922,0.50650024,5.291992
-0.2835083,0.5220032,5.324463
-0.2749939,0.5375061,5.3570557
-0.26651,0.5529938,5.3895264
-0.2579956,0.5684967,5.421997
-0.25048828,0.5910034,5.459961
-0.24301147,0.6134949,5.498047
-0.23550415,0.6360016,5.5360107
-0.23901367,0.66700745,5.6030273
-0.24249268,0.69799805,5.670044
-0.2460022,0.7290039,5.7369385
-0.24951172,0.7599945,5.803955
-0.25299072,0.79100037,5.8709717
-0.269989,0.80200195,5.953491
