x,y,z
0.018493652,-0.011001587,0.099975586
0.06600952,-0.03250122,0.30004883
0.12399292,-0.053497314,0.5
0.18548584,-0.07449341,0.6999512
0.25048828,-0.09550476,0.9000244
0.31298828,-0.11500549,1.0999756
0.37298584,-0.1329956,1.3000488
0.4215088,-0.16349792,1.5
0.4584961,-0.20649719,1.6999512
0.4880066,-0.24150085,1.9000244
0.51000977,-0.26849365,2.0999756
0.5159912,-0.30499268,2.3000488
0.49798584,-0.35099792,2.5
0.46798706,-0.38949585,2.6999512
0.43399048,-0.4205017,2.9000244
0.39898682,-0.44099426,3.0999756
0.3630066,-0.45100403,3.3000488
0.3250122,-0.46150208,3.5
0.28500366,-0.47250366,3.6999512
0.24649048,-0.4880066,3.9000244
0.21200562,-0.50450134,4.0999756
0.17999268,-0.51750183,4.300049
0.14801025,-0.5305023,4.5
0.118499756,-0.5399933,4.699951
0.0914917,-0.54600525,4.9000244
0.06451416,-0.55200195,5.0999756
0.037506104,-0.55799866,5.300049
0.01449585,-0.576004,5.5
-0.004486084,-0.6060028,5.699951
-0.023498535,-0.6360016,5.9000244
-0.042510986,-0.66600037,6.0999756
-0.06149292,-0.69599915,6.300049
-0.07550049,-0.7319946,6.5
-0.084503174,-0.7740021,6.699951
-0.09350586,-0.81599426,6.9000244
-0.10101318,-0.8560028,7.0999756
-0.10699463,-0.8939972,7.300049
-0.11300659,-0.93200684,7.5
-0.11898804,-0.9700012,7.699951
-0.12948608,-0.99650574,7.9000244
-0.14450073,-1.0115051,8.099976
-0.15948486,-1.0265045,8.300049
-0.17800903,-1.0299988,8.5
-0.2000122,-1.0220032,8.699951
-0.2244873,-1.0,8.900024
-0.25149536,-0.9640045,9.099976
-0.27850342,-0.9279938,9.300049
-0.30551147,-0.8919983,9.5
-0.3340149,-0.87350464,9.699951
-0.36401367,-0.87249756,9.900024
-0.39401245,-0.87150574,10.099976
-0.42401123,-0.87049866,10.300049
-0.45498657,-0.8560028,10.5
-0.4869995,-0.8280029,10.699951
-0.51901245,-0.80000305,10.900024
-0.54599,-0.7649994,11.099976
-0.56799316,-0.7230072,11.300049
-0.58999634,-0.68099976,11.5
-0.5960083,-0.625,11.699951
-0.58599854,-0.5549927,11.900024
-0.57598877,-0.4850006,12.099976
-0.56100464,-0.43049622,12.300049
-0.5409851,-0.39149475,12.5
-0.5209961,-0.3524933,12.699951
-0.5109863,-0.3025055,12.900024
-0.52648926,-0.25100708,13.099976
-0.5654907,-0.23449707,13.300049
-0.60849,-0.2480011,13.5
-0.64749146,-0.26600647,13.699951
-0.6805115,-0.29800415,13.900024
-0.707489,-0.34399414,14.099976
-0.7260132,-0.39250183,14.300049
-0.72750854,-0.43699646,14.5
-0.7204895,-0.4750061,14.699951
-0.7160034,-0.5010071,14.900024
-0.71398926,-0.5149994,15.099976
-0.73150635,-0.49850464,15.300049
-0.76849365,-0.4514923,15.5
-0.7999878,-0.37849426,15.699951
-0.8284912,-0.3014984,15.900024
-0.8594971,-0.24650574,16.099976
-0.88549805,-0.18850708,16.300049
-0.90649414,-0.12750244,16.5
-0.92800903,-0.06500244,16.699951
-0.9345093,0.0014953613,16.900024
-0.9255066,0.070495605,17.099976
-0.9165039,0.13949585,17.300049
-0.90148926,0.17250061,17.5
-0.88049316,0.16949463,17.699951
-0.8594971,0.1665039,17.900024
-0.838501,0.16349792,18.099976
-0.8175049,0.1605072,18.300049
-0.7965088,0.15750122,18.5
-0.7755127,0.15449524,18.699951
-0.7495117,0.13200378,18.900024
-0.71850586,0.08999634,19.099976
-0.6875,0.04800415,19.300049
-0.65649414,0.005996704,19.5
-0.6289978,-0.04550171,19.699951
-0.605011,-0.10650635,19.900024
-0.58099365,-0.16749573,20.099976
-0.55700684,-0.22850037,20.300049
-0.5329895,-0.289505,20.5
-0.51400757,-0.35049438,20.699951
-0.5,-0.41149902,20.900024
-0.50149536,-0.4774933,21.099976
-0.51651,-0.5345001,21.299927
-0.5339966,-0.5850067,21.5
-0.55599976,-0.6430054,21.699951
-0.5799866,-0.6934967,21.900024
-0.60598755,-0.736496,22.099976
-0.6319885,-0.77949524,22.299927
-0.6579895,-0.8224945,22.5
-0.6870117,-0.8504944,22.699951
-0.7260132,-0.8450012,22.900024
-0.7680054,-0.81399536,23.099976
-0.79849243,-0.75149536,23.299927
-0.8169861,-0.6649933,23.5
-0.82699585,-0.57850647,23.699951
