x,y,z
0.5,NaN,-0.014526367
1.5,NaN,-0.04345703
1.993988,NaN,-0.0040283203
1.9819946,NaN,0.104003906
1.9700012,NaN,0.21203613
1.9570007,NaN,0.31555176
1.9429932,NaN,0.41455078
1.9289856,NaN,0.5135498
1.9169922,NaN,0.61047363
1.9070129,NaN,0.70544434
1.8970032,NaN,0.8005371
1.8869934,NaN,0.8955078
1.8770142,NaN,0.9904785
1.8664856,NaN,1.0860596
1.8554993,NaN,1.1820068
1.8445129,NaN,1.2779541
1.8334961,NaN,1.3740234
1.821991,NaN,1.4694824
1.8099976,NaN,1.5644531
1.7980042,NaN,1.6595459
1.7860107,NaN,1.7545166
1.7739868,NaN,1.8494873
1.7630005,NaN,1.9434814
1.7529907,NaN,2.036499
1.7430115,NaN,2.1295166
1.7330017,NaN,2.2225342
1.7235107,NaN,2.3129883
1.714508,NaN,2.401001
1.7055054,NaN,2.4890137
1.6965027,NaN,2.5770264
1.6875,NaN,2.665039
1.6784973,NaN,2.7530518
1.667511,NaN,2.8449707
1.6545105,NaN,2.94104
1.64151,NaN,3.0369873
1.6285095,NaN,3.1330566
1.6164856,NaN,3.227539
1.6054993,NaN,3.3205566
1.5945129,NaN,3.4134521
1.5830078,NaN,3.5080566
1.5709839,NaN,3.604004
1.5589905,NaN,3.6999512
1.5469971,NaN,3.7960205
1.5350037,NaN,3.8919678
1.5224915,NaN,3.9925537
1.509491,NaN,4.097534
1.4964905,NaN,4.2025146
1.48349,NaN,4.307495
1.4679871,NaN,4.421997
1.4500122,NaN,4.5460205
1.4320068,NaN,4.670044
1.4140015,NaN,4.7939453
1.3980103,NaN,4.913452
1.3840027,NaN,5.0284424
1.3699951,NaN,5.1435547
1.3559875,NaN,5.258545
1.3500061,NaN,5.359497
1.3519897,NaN,5.446533
1.3540039,NaN,5.5334473
1.3615112,NaN,5.6204834
1.3745117,NaN,5.7075195
1.3909912,NaN,5.793457
1.4140015,NaN,5.8704834
1.4400024,NaN,5.939453
1.4660034,NaN,6.008545
1.4920044,NaN,6.0775146
1.519989,NaN,6.144043
1.5499878,NaN,6.208008
1.5744934,NaN,6.2769775
1.5935059,NaN,6.350952
1.6124878,NaN,6.425049
1.6315002,NaN,6.4990234
1.6505127,NaN,6.572998
1.660492,NaN,6.671509
1.661499,NaN,6.7945557
1.6625061,NaN,6.9174805
1.6635132,NaN,7.0405273
1.6625061,NaN,7.1624756
1.6594849,NaN,7.2834473
1.6564941,NaN,7.404541
1.6535034,NaN,7.5255127
1.652008,NaN,7.640503
1.652008,NaN,7.7495117
1.652008,NaN,7.8585205
1.6545105,NaN,7.958496
1.6594849,NaN,8.049561
1.6644897,NaN,8.140503
1.6694946,NaN,8.231445
1.6744995,NaN,8.32251
1.6784973,NaN,8.418457
1.681488,NaN,8.519531
1.6845093,NaN,8.620483
1.6885071,NaN,8.718506
1.693512,NaN,8.813477
1.6984863,NaN,8.908447
1.7034912,NaN,9.00354
1.7084961,NaN,9.098511
1.713501,NaN,9.193481
1.7185059,NaN,9.288452
1.7225037,NaN,9.38501
1.7254944,NaN,9.483032
1.7284851,NaN,9.581055
1.7315063,NaN,9.678955
1.7344971,NaN,9.777466
1.7380066,NaN,9.873535
1.7420044,NaN,9.966553
1.7460022,NaN,10.059448
1.7489929,NaN,10.153564
1.7510071,NaN,10.248535
1.7529907,NaN,10.343506
1.7550049,NaN,10.438477
1.756012,NaN,10.536987
1.756012,NaN,10.639038
1.756012,NaN,10.740967
1.756012,NaN,10.843018
1.7565002,NaN,10.94104
1.7575073,NaN,11.035034
1.7584839,NaN,11.129028
1.759491,NaN,11.223022
1.7600098,NaN,11.321045
1.7600098,NaN,11.422974
1.7600098,NaN,11.525024
1.7609863,NaN,11.626465
1.7630005,NaN,11.727539
1.7649841,NaN,11.828491
1.7669983,NaN,11.929565
1.7690125,NaN,12.030518
1.7714844,NaN,12.132568
1.7745056,NaN,12.235474
1.7774963,NaN,12.338501
1.7804871,NaN,12.441528
1.7844849,NaN,12.545044
1.7894897,NaN,12.649048
1.7944946,NaN,12.753052
1.8045044,NaN,12.844482
1.8194885,NaN,12.923462
1.8345032,NaN,13.002563
1.8494873,NaN,13.081543
1.8674927,NaN,13.152466
1.8884888,NaN,13.215454
1.9094849,NaN,13.278564
1.9305115,NaN,13.341553
1.9450073,NaN,13.413452
1.9530029,NaN,13.494507
1.9609985,NaN,13.575562
1.9689941,NaN,13.656494
1.9769897,NaN,13.737549
1.9765015,NaN,13.8220215
1.9674988,NaN,13.910034
1.9584961,NaN,13.998047
1.9494934,NaN,14.08606
1.9354858,NaN,14.189453
1.9165039,NaN,14.308472
1.8980103,NaN,14.405029
1.8800049,NaN,14.479004
1.8619995,NaN,14.5529785
1.8504944,NaN,14.666992
1.8454895,NaN,14.821045
1.8404846,NaN,14.974976
1.8355103,NaN,15.129028
1.8210144,NaN,15.24707
1.7969971,NaN,15.3289795
1.7730103,NaN,15.411011
1.7579956,NaN,15.503052
1.7520142,NaN,15.60498
1.7460022,NaN,15.707031
1.7399902,NaN,15.80896
1.7340088,NaN,15.911011
1.730011,NaN,16.011475
1.7279968,NaN,16.110474
1.7260132,NaN,16.209473
1.7214966,NaN,16.307495
1.714508,NaN,16.404541
1.707489,NaN,16.501465
1.6984863,NaN,16.594482
1.6875,NaN,16.683472
1.6765137,NaN,16.77246
1.6654968,NaN,16.861572
1.661499,NaN,16.934082
1.6644897,NaN,16.98999
1.667511,NaN,17.04602
1.6705017,NaN,17.10205
1.6734924,NaN,17.157959
1.6654968,NaN,17.236572
1.6465149,NaN,17.337524
1.6275024,NaN,17.438477
1.6109924,NaN,17.537476
1.5969849,NaN,17.634521
1.5830078,NaN,17.731567
1.5690002,NaN,17.828491
1.5549927,NaN,17.925537
1.5419922,NaN,18.023071
1.5299988,NaN,18.120972
1.5180054,NaN,18.218994
1.5050049,NaN,18.31604
1.4909973,NaN,18.411987
1.4769897,NaN,18.508057
1.4630127,NaN,18.604004
1.4490051,NaN,18.700073
1.4349976,NaN,18.79602
1.42099,NaN,18.891968
1.4070129,NaN,18.988037
1.3930054,NaN,19.083984
1.3789978,NaN,19.180542
1.3649902,NaN,19.277466
1.3510132,NaN,19.374512
