x,y,z,color
-1.0986023,-0.6954956,2.456665,#6B8E23'
-1.1105957,-0.6983032,2.4707031,#6B8E23'
-1.1224976,-0.7006531,2.484253,#6B8E23'
-1.1343079,-0.70254517,2.4969482,#6B8E23'
-1.1460876,-0.7044525,2.5097656,#6B8E23'
-1.157898,-0.7063446,2.522583,#6B8E23'
-1.1697083,-0.70825195,2.5354004,#6B8E23'
-1.1818848,-0.7098999,2.5482178,#6B8E23'
-1.1944885,-0.7113037,2.5611572,#6B8E23'
-1.2070923,-0.71269226,2.5740967,#6B8E23'
-1.219696,-0.71409607,2.586914,#6B8E23'
-1.2322998,-0.7154999,2.5998535,#6B8E23'
-1.2449036,-0.7169037,2.612793,#6B8E23'
-1.2575378,-0.7181549,2.6247559,#6B8E23'
-1.2702637,-0.71925354,2.6357422,#6B8E23'
-1.282959,-0.7203522,2.6467285,#6B8E23'
-1.2956543,-0.7214508,2.6577148,#6B8E23'
-1.3067017,-0.7223511,2.666626,#6B8E23'
-1.3161011,-0.723053,2.673584,#6B8E23'
-1.3255005,-0.7237549,2.68042,#6B8E23'
-1.3348999,-0.7244568,2.687378,#6B8E23'
-1.3429871,-0.7250519,2.6936035,#6B8E23'
-1.3497925,-0.7255554,2.6990967,#6B8E23'
-1.3565979,-0.7260437,2.7045898,#6B8E23'
-1.3634033,-0.72654724,2.710083,#6B8E23'
-1.3699951,-0.72839355,2.7145996,#6B8E23'
-1.3764038,-0.7315979,2.7181396,#6B8E23'
-1.3827515,-0.73739624,2.723877,#6B8E23'
-1.3890381,-0.74580383,2.7315674,#6B8E23'
-1.3953552,-0.75419617,2.7392578,#6B8E23'
-1.4016418,-0.76260376,2.7469482,#6B8E23'
-1.4067993,-0.7716522,2.7583008,#6B8E23'
-1.4107971,-0.7813568,2.7733154,#6B8E23'
-1.4147949,-0.79104614,2.78833,#6B8E23'
-1.4187927,-0.80075073,2.8033447,#6B8E23'
-1.425354,-0.809906,2.8205566,#6B8E23'
-1.4344482,-0.8184967,2.840088,#6B8E23'
-1.4388428,-0.82510376,2.8597412,#6B8E23'
-1.4385376,-0.82969666,2.8797607,#6B8E23'
-1.4382629,-0.8343048,2.8997803,#6B8E23'
-1.4359436,-0.8365936,2.9195557,#6B8E23'
-1.4316406,-0.8365936,2.9388428,#6B8E23'
-1.4277954,-0.83680725,2.956665,#6B8E23'
-1.424408,-0.837204,2.9729004,#6B8E23'
-1.4216614,-0.83880615,2.9870605,#6B8E23'
-1.4195557,-0.8415985,2.9990234,#6B8E23'
-1.41745,-0.8444061,3.0109863,#6B8E23'
-1.41745,-0.84794617,3.020752,#6B8E23'
-1.4195557,-0.85224915,3.0280762,#6B8E23'
-1.4218445,-0.85694885,3.0350342,#6B8E23'
-1.4243469,-0.8620453,3.0413818,#6B8E23'
-1.4268494,-0.867157,3.0478516,#6B8E23'
-1.4309387,-0.873703,3.0535889,#6B8E23'
-1.4366455,-0.8816986,3.0585938,#6B8E23'
-1.4448853,-0.88964844,3.064209,#6B8E23'
-1.4556885,-0.8975525,3.0700684,#6B8E23'
-1.4664917,-0.90545654,3.0759277,#6B8E23'
-1.4776917,-0.9125061,3.085205,#6B8E23'
-1.4892883,-0.9187012,3.0977783,#6B8E23'
-1.5011902,-0.9243469,3.1108398,#6B8E23'
-1.5133972,-0.92944336,3.1243896,#6B8E23'
-1.526001,-0.9339447,3.1375732,#6B8E23'
-1.5390015,-0.93785095,3.1506348,#6B8E23'
-1.552002,-0.9417572,3.1635742,#6B8E23'
-1.5653076,-0.9449005,3.1761475,#6B8E23'
-1.5788879,-0.94729614,3.1881104,#6B8E23'
-1.5924988,-0.94970703,3.2000732,#6B8E23'
-1.6065979,-0.95170593,3.2126465,#6B8E23'
-1.6199036,-0.9531555,3.224121,#6B8E23'
-1.631897,-0.9544525,3.2340088,#6B8E23'
-1.6438904,-0.9557495,3.2438965,#6B8E23'
-1.6541138,-0.95684814,3.2502441,#6B8E23'
-1.6625061,-0.9577484,3.2530518,#6B8E23'
-1.6694946,-0.9602051,3.2559814,#6B8E23'
-1.6751099,-0.9642029,3.2589111,#6B8E23'
-1.6806946,-0.9682007,3.2617188,#6B8E23'
-1.6842957,-0.97450256,3.267456,#6B8E23'
-1.6859131,-0.98309326,3.276001,#6B8E23'
-1.6866455,-0.9901428,3.2875977,#6B8E23'
-1.686554,-0.99565125,3.3024902,#6B8E23'
-1.6864624,-1.0011444,3.317505,#6B8E23'
-1.6864929,-1.0052948,3.334961,#6B8E23'
-1.6867065,-1.0081024,3.3548584,#6B8E23'
-1.6864014,-1.0100555,3.374878,#6B8E23'
-1.6856079,-1.0111542,3.3948975,#6B8E23'
-1.6843567,-1.0120544,3.4143066,#6B8E23'
-1.6826477,-1.0127563,3.4329834,#6B8E23'
-1.6798096,-1.0132446,3.449463,#6B8E23'
-1.6778564,-1.0140991,3.4606934,#6B8E23'
-1.677948,-1.0155029,3.4689941,#6B8E23'
-1.6784058,-1.0171051,3.4766846,#6B8E23'
-1.6791992,-1.0189056,3.4836426,#6B8E23'
-1.6798096,-1.0211487,3.4909668,#6B8E23'
-1.6802063,-1.0238495,3.498413,#6B8E23'
-1.6825562,-1.0272064,3.5063477,#6B8E23'
-1.6881409,-1.0317535,3.5159912,#6B8E23'
-1.6950378,-1.03685,3.5273438,#6B8E23'
-1.7025452,-1.0415497,3.5389404,#6B8E23'
-1.7106628,-1.0458527,3.5510254,#6B8E23'
-1.7182922,-1.0494995,3.5649414,#6B8E23'
-1.727356,-1.0518494,3.5795898,#6B8E23'
-1.7382507,-1.0535431,3.5933838,#6B8E23'
-1.7491455,-1.0552521,3.6070557,#6B8E23'
-1.760437,-1.0568542,3.6219482,#6B8E23'
-1.7721558,-1.0583496,3.6380615,#6B8E23'
-1.783844,-1.059845,3.6541748,#6B8E23'
-1.7955627,-1.0613556,3.670288,#6B8E23'
-1.8074951,-1.0626068,3.685669,#6B8E23'
-1.8197021,-1.0635986,3.7003174,#6B8E23'
-1.8319092,-1.0646057,3.715088,#6B8E23'
-1.8440857,-1.0655975,3.7297363,#6B8E23'
-1.8562927,-1.0666046,3.7445068,#6B8E23'
-1.8684998,-1.0675964,3.7591553,#6B8E23'
-1.8804932,-1.0682983,3.7720947,#6B8E23'
-1.8923035,-1.0686951,3.7832031,#6B8E23'
-1.9041138,-1.069107,3.7941895,#6B8E23'
-1.9158936,-1.0695038,3.8052979,#6B8E23'
-1.9253845,-1.0697021,3.8139648,#6B8E23'
-1.9325867,-1.0697021,3.8201904,#6B8E23'
-1.9397888,-1.0697021,3.826416,#6B8E23'
-1.946991,-1.0697021,3.8326416,#6B8E23'
-1.9541931,-1.0697021,3.838745,#6B8E23'
-1.9613953,-1.0697021,3.8449707,#6B8E23'
-1.967041,-1.0702057,3.8497314,#6B8E23'
-1.9711609,-1.0711975,3.8529053,#6B8E23'
-1.9752502,-1.0722046,3.856079,#6B8E23'
-1.9793396,-1.0731964,3.859253,#6B8E23'
-1.9815979,-1.0756531,3.864502,#6B8E23'
-1.9819946,-1.0795441,3.8718262,#6B8E23'
-1.9823914,-1.0834503,3.8791504,#6B8E23'
-1.9827881,-1.0873566,3.8864746,#6B8E23'
-1.9831848,-1.0912476,3.8937988,#6B8E23'
-1.9836121,-1.0951538,3.901001,#6B8E23'
-1.9837341,-1.0979462,3.9123535,#6B8E23'
-1.9836426,-1.0996552,3.9274902,#6B8E23'
-1.983551,-1.1013489,3.942749,#6B8E23'
-1.9834595,-1.1030579,3.9578857,#6B8E23'
-1.9867554,-1.1047974,3.9714355,#6B8E23'
-1.9934387,-1.1065979,3.9833984,#6B8E23'
-2.0001526,-1.1083984,3.9952393,#6B8E23'
-2.0057068,-1.1105957,4.008911,#6B8E23'
-2.0101013,-1.113205,4.024414,#6B8E23'
-2.0144958,-1.115799,4.039917,#6B8E23'
-2.0188904,-1.118393,4.05542,#6B8E23'
-2.0228882,-1.1207428,4.072876,#6B8E23'
-2.0264893,-1.1228485,4.092163,#6B8E23'
-2.0300903,-1.1249542,4.11145,#6B8E23'
-2.0336914,-1.1270447,4.1307373,#6B8E23'
-2.0372925,-1.1291504,4.1500244,#6B8E23'
-2.0404968,-1.1309967,4.1694336,#6B8E23'
-2.0433044,-1.1325989,4.188843,#6B8E23'
-2.046112,-1.134201,4.208252,#6B8E23'
-2.0488892,-1.1358032,4.227661,#6B8E23'
-2.0516968,-1.1374054,4.2469482,#6B8E23'
-2.0531006,-1.1386566,4.265503,#6B8E23'
-2.0531006,-1.1395569,4.283203,#6B8E23'
-2.0531006,-1.1404572,4.3009033,#6B8E23'
-2.0531006,-1.1413574,4.3186035,#6B8E23'
-2.0531006,-1.1422577,4.3363037,#6B8E23'
-2.0518494,-1.1426544,4.352417,#6B8E23'
-2.049347,-1.1425476,4.3669434,#6B8E23'
-2.0468445,-1.142456,4.3814697,#6B8E23'
-2.044342,-1.1423492,4.395996,#6B8E23'
-2.0422974,-1.1425934,4.4105225,#6B8E23'
-2.0407104,-1.1432037,4.425049,#6B8E23'
-2.039093,-1.1437988,4.4396973,#6B8E23'
-2.037506,-1.1443939,4.4543457,#6B8E23'
-2.03714,-1.1461029,4.4664307,#6B8E23'
-2.0380554,-1.1488953,4.4761963,#6B8E23'
-2.0389404,-1.1517029,4.48584,#6B8E23'
-2.039856,-1.1544952,4.4956055,#6B8E23'
-2.040741,-1.1573029,4.505249,#6B8E23'
-2.0416565,-1.1600952,4.5148926,#6B8E23'
-2.0433044,-1.1629028,4.5230713,#6B8E23'
-2.0456848,-1.1656952,4.529663,#6B8E23'
-2.0480957,-1.1685028,4.536255,#6B8E23'
-2.0505066,-1.1712952,4.5428467,#6B8E23'
-2.052887,-1.1741028,4.5495605,#6B8E23'
-2.0564575,-1.1772003,4.5561523,#6B8E23'
-2.0611572,-1.180603,4.5629883,#6B8E23'
-2.065857,-1.1840057,4.569824,#6B8E23'
-2.0705566,-1.1873932,4.57666,#6B8E23'
-2.0752563,-1.1907959,4.583374,#6B8E23'
-2.079956,-1.1941986,4.59021,#6B8E23'
-2.0859375,-1.1975555,4.5977783,#6B8E23'
-2.0932617,-1.2008514,4.606079,#6B8E23'
-2.1005554,-1.2041473,4.61438,#6B8E23'
-2.1078491,-1.2074432,4.6226807,#6B8E23'
-2.1148987,-1.2102966,4.6325684,#6B8E23'
-2.121704,-1.2126923,4.644165,#6B8E23'
-2.1285095,-1.2151031,4.6557617,#6B8E23'
-2.1352844,-1.2174988,4.6673584,#6B8E23'
-2.1420898,-1.2198944,4.678955,#6B8E23'
-2.1485596,-1.2218475,4.692627,#6B8E23'
-2.1546326,-1.2233429,4.708374,#6B8E23'
-2.160736,-1.2248535,4.723999,#6B8E23'
-2.1671448,-1.2259064,4.73999,#6B8E23'
-2.1738586,-1.2265015,4.7562256,#6B8E23'
-2.180542,-1.2270966,4.772461,#6B8E23'
-2.1872559,-1.2277069,4.788574,#6B8E23'
-2.1933594,-1.2274475,4.803955,#6B8E23'
-2.2002563,-1.2257996,4.8186035,#6B8E23'
-2.2085571,-1.2236023,4.833496,#6B8E23'
-2.217102,-1.2212524,4.8463135,#6B8E23'
-2.225891,-1.21875,4.8570557,#6B8E23'
-2.234497,-1.216156,4.866577,#6B8E23'
-2.2428894,-1.2134552,4.875,#6B8E23'
-2.2513123,-1.2107544,4.883423,#6B8E23'
-2.2597046,-1.2080536,4.8918457,#6B8E23'
-2.2669067,-1.2059479,4.9003906,#6B8E23'
-2.2728882,-1.2044525,4.9091797,#6B8E23'
-2.2789001,-1.2029572,4.9179688,#6B8E23'
-2.284912,-1.2014465,4.926758,#6B8E23'
-2.2908936,-1.1999512,4.935547,#6B8E23'
-2.29599,-1.199295,4.944702,#6B8E23'
-2.3002014,-1.1994934,4.9539795,#6B8E23'
-2.3043823,-1.199707,4.963257,#6B8E23'
-2.3085938,-1.1999054,4.972534,#6B8E23'
-2.313446,-1.201355,4.982666,#6B8E23'
-2.3189392,-1.2040558,4.9936523,#6B8E23'
-2.3244324,-1.2067566,5.0047607,#6B8E23'
-2.329956,-1.2094574,5.015747,#6B8E23'
-2.3354492,-1.212143,5.0267334,#6B8E23'
-2.3405457,-1.216156,5.038452,#6B8E23'
-2.3452454,-1.2214508,5.0511475,#6B8E23'
-2.349945,-1.2267456,5.0637207,#6B8E23'
-2.3546448,-1.2320557,5.076294,#6B8E23'
-2.3599854,-1.2373047,5.0913086,#6B8E23'
-2.3659973,-1.2424927,5.1086426,#6B8E23'
-2.3720093,-1.2476959,5.1260986,#6B8E23'
-2.3779907,-1.2528992,5.1435547,#6B8E23'
-2.38385,-1.2579498,5.1606445,#6B8E23'
-2.389557,-1.2628479,5.177368,#6B8E23'
-2.3952332,-1.267746,5.194214,#6B8E23'
-2.40094,-1.272644,5.2110596,#6B8E23'
-2.4051514,-1.276947,5.227051,#6B8E23'
-2.407837,-1.2806549,5.2421875,#6B8E23'
-2.410553,-1.2843475,5.2574463,#6B8E23'
-2.4132385,-1.2880554,5.272583,#6B8E23'
-2.4149475,-1.2907562,5.288574,#6B8E23'
-2.4156494,-1.29245,5.30542,#6B8E23'
-2.4163513,-1.2941437,5.3221436,#6B8E23'
-2.4170532,-1.2958527,5.3389893,#6B8E23'
-2.4177551,-1.2975464,5.355835,#6B8E23'
-2.4172974,-1.2984009,5.3725586,#6B8E23'
-2.4157104,-1.2984009,5.38916,#6B8E23'
-2.414093,-1.2984009,5.4057617,#6B8E23'
-2.4128418,-1.298645,5.4207764,#6B8E23'
-2.4119568,-1.2991486,5.4344482,#6B8E23'
-2.4110413,-1.2996521,5.447998,#6B8E23'
-2.4101562,-1.3001556,5.461548,#6B8E23'
-2.4092407,-1.3006439,5.4752197,#6B8E23'
-2.4083557,-1.3011475,5.4887695,#6B8E23'
-2.407196,-1.3020477,5.5008545,#6B8E23'
-2.4057922,-1.3033447,5.5112305,#6B8E23'
-2.4043884,-1.304657,5.5216064,#6B8E23'
-2.4029846,-1.305954,5.5319824,#6B8E23'
-2.4022522,-1.3083954,5.540283,#6B8E23'
-2.4021606,-1.3119965,5.546509,#6B8E23'
-2.4020386,-1.3155975,5.5527344,#6B8E23'
-2.401947,-1.3191986,5.55896,#6B8E23'
-2.403656,-1.3238068,5.563965,#6B8E23'
-2.4092407,-1.3294525,5.5683594,#6B8E23'
-2.4169617,-1.335144,5.573242,#6B8E23'
-2.4257507,-1.3406067,5.5808105,#6B8E23'
-2.4356384,-1.3453064,5.5930176,#6B8E23'
-2.4455566,-1.3495026,5.6070557,#6B8E23'
-2.4547424,-1.3531952,5.6210938,#6B8E23'
-2.4632568,-1.3563995,5.635498,#6B8E23'
-2.4717407,-1.3596039,5.6497803,#6B8E23'
-2.4822388,-1.362503,5.6639404,#6B8E23'
-2.494751,-1.365097,5.6781006,#6B8E23'
-2.5072632,-1.3677063,5.6921387,#6B8E23'
-2.5197449,-1.3703003,5.706299,#6B8E23'
-2.532257,-1.3728943,5.720337,#6B8E23'
-2.5459595,-1.3755951,5.7348633,#6B8E23'
-2.560852,-1.3784027,5.749756,#6B8E23'
-2.5757446,-1.3811951,5.7646484,#6B8E23'
-2.5906372,-1.3840027,5.779541,#6B8E23'
-2.6047058,-1.3865967,5.7928467,#6B8E23'
-2.6178894,-1.3890076,5.8045654,#6B8E23'
-2.6311035,-1.3914032,5.816284,#6B8E23'
-2.6434937,-1.3930054,5.8269043,#6B8E23'
-2.6550903,-1.3937988,5.8363037,#6B8E23'
