x,y,z
-0.012512207,-0.0025024414,0.099975586
-0.036010742,0.0010070801,0.30004883
-0.058013916,0.013000488,0.5
-0.07800293,0.028503418,0.6999512
-0.0960083,0.04750061,0.9000244
-0.11349487,0.067993164,1.0999756
-0.13049316,0.08999634,1.3000488
-0.14749146,0.11199951,1.5
-0.16000366,0.13999939,1.6999512
-0.16799927,0.17399597,1.9000244
-0.17849731,0.2124939,2.0999756
-0.1914978,0.25549316,2.3000488
-0.19848633,0.2975006,2.5
-0.19949341,0.33850098,2.6999512
-0.19900513,0.38650513,2.9000244
-0.19699097,0.4414978,3.0999756
-0.19000244,0.48750305,3.3000488
-0.18099976,0.5279999,3.5
-0.1749878,0.5720062,3.6999512
-0.17300415,0.62249756,3.9000244
-0.1749878,0.6795044,4.0999756
-0.17300415,0.736496,4.300049
-0.16699219,0.7935028,4.5
-0.1579895,0.84150696,4.699951
-0.1459961,0.88049316,4.9000244
-0.13400269,0.9194946,5.0999756
-0.12200928,0.9584961,5.300049
-0.10998535,0.99749756,5.5
-0.09899902,1.0464935,5.699951
-0.08898926,1.1054993,5.9000244
-0.07901001,1.164505,6.0999756
-0.069000244,1.2234955,6.300049
-0.059509277,1.289505,6.5
-0.05050659,1.362503,6.699951
-0.041503906,1.4355011,6.9000244
-0.03250122,1.5084991,7.0999756
-0.023498535,1.5814972,7.300049
-0.018005371,1.6549988,7.5
-0.015991211,1.7290039,7.699951
-0.014007568,1.8029938,7.9000244
-0.011993408,1.8769989,8.099976
-0.010986328,1.9550018,8.300049
-0.010986328,2.0370026,8.5
-0.010986328,2.1190033,8.699951
-0.010009766,2.1974945,8.900024
-0.0079956055,2.2725067,9.099976
-0.006011963,2.3475037,9.300049
-0.0039978027,2.4225006,9.5
-0.005493164,2.5070038,9.699951
-0.010498047,2.591507,9.900024
-0.013000488,2.6674957,10.099976
-0.012512207,2.7400055,10.300049
-0.011505127,2.8079987,10.5
-0.006011963,2.8710022,10.699951
0.013000488,2.9029999,10.900024
0.040985107,2.9089966,11.099976
0.069000244,2.9149933,11.300049
0.09698486,2.9210052,11.5
0.1289978,2.9329987,11.699951
0.16500854,2.951004,11.900024
0.20098877,2.9689941,12.099976
0.23699951,2.9869995,12.300049
0.27301025,3.005005,12.5
0.31399536,3.020996,12.699951
0.35998535,3.0350037,12.900024
0.40600586,3.048996,13.099976
0.45199585,3.0630035,13.300049
0.49798584,3.0769958,13.5
0.5465088,3.059494,13.699951
0.59750366,3.010498,13.900024
0.64849854,2.961502,14.099976
0.6879883,2.9214935,14.300049
0.7160034,2.890503,14.5
0.74398804,2.859497,14.699951
0.7720032,2.8285065,14.900024
0.7999878,2.7975006,15.099976
0.8299866,2.7684937,15.300049
0.8619995,2.7415009,15.5
0.89401245,2.7144928,15.699951
0.91400146,2.6920013,15.900024
0.9219971,2.673996,16.099976
0.9299927,2.6560059,16.300049
0.9379883,2.6380005,16.5
0.9335022,2.6289978,16.699951
0.9165039,2.6289978,16.900024
0.8995056,2.6289978,17.099976
0.8705139,2.632492,17.300049
0.8294983,2.6394958,17.5
0.7885132,2.6464996,17.699951
0.74749756,2.6535034,17.900024
0.7124939,2.6549988,18.099976
0.6835022,2.651001,18.300049
0.6545105,2.6470032,18.5
0.625,2.6464996,18.699951
0.5950012,2.6495056,18.900024
0.56500244,2.6524963,19.099976
0.53500366,2.6555023,19.300049
0.5155029,2.6564941,19.5
0.50650024,2.6555023,19.699951
0.49749756,2.6544952,19.900024
