x,y,z
-0.004486084,0.009506226,0.099975586
-0.0134887695,0.028503418,0.30004883
-0.022491455,0.04750061,0.5
-0.03149414,0.0664978,0.6999512
-0.040496826,0.085494995,0.9000244
-0.054992676,0.10850525,1.0999756
-0.07501221,0.13549805,1.3000488
-0.09500122,0.1625061,1.5
-0.114990234,0.1894989,1.6999512
-0.13500977,0.21650696,1.9000244
-0.1505127,0.2440033,2.0999756
-0.16149902,0.27200317,2.3000488
-0.17248535,0.30000305,2.5
-0.1835022,0.32800293,2.6999512
-0.19448853,0.3560028,2.9000244
-0.20550537,0.3840027,3.0999756
-0.2170105,0.414505,3.3000488
-0.22698975,0.45399475,3.5
-0.23498535,0.5,3.6999512
-0.24301147,0.54600525,3.9000244
-0.25100708,0.59199524,4.0999756
-0.2590027,0.6380005,4.300049
-0.2669983,0.68400574,4.5
-0.2755127,0.723999,4.699951
-0.28448486,0.7579956,4.9000244
-0.29348755,0.79200745,5.0999756
-0.30249023,0.826004,5.300049
-0.31149292,0.8600006,5.5
-0.32299805,0.897995,5.699951
-0.33700562,0.94000244,5.9000244
-0.35101318,0.9819946,6.0999756
-0.36499023,1.0240021,6.300049
-0.3789978,1.0659943,6.5
-0.39001465,1.095993,6.699951
-0.39801025,1.1139984,6.9000244
-0.40600586,1.1320038,7.0999756
-0.41400146,1.1499939,7.300049
-0.42199707,1.1679993,7.5
-0.42999268,1.1860046,7.699951
-0.43649292,1.2055054,7.9000244
-0.4414978,1.2265015,8.099976
-0.4465027,1.2474976,8.300049
-0.45150757,1.2684937,8.5
-0.45999146,1.2830048,8.699951
-0.47000122,1.2940063,8.900024
-0.47799683,1.3079987,9.099976
-0.48599243,1.3220062,9.300049
-0.49398804,1.3359985,9.5
-0.50201416,1.3500061,9.699951
-0.5125122,1.3670044,9.900024
-0.5255127,1.3869934,10.099976
-0.5385132,1.4069977,10.300049
-0.5515137,1.427002,10.5
-0.56451416,1.4470062,10.699951
-0.57751465,1.4669952,10.900024
-0.5910034,1.4859924,11.099976
-0.605011,1.5039978,11.300049
-0.61898804,1.5220032,11.5
-0.6329956,1.5399933,11.699951
-0.6470032,1.5650024,11.900024
-0.66101074,1.5970001,12.099976
-0.6749878,1.6289978,12.300049
-0.68899536,1.6609955,12.5
-0.6960144,1.6869965,12.699951
-0.6960144,1.7070007,12.900024
-0.6960144,1.727005,13.099976
-0.6960144,1.746994,13.300049
-0.6960144,1.7669983,13.5
-0.7000122,1.7754974,13.699951
-0.7080078,1.7725067,13.900024
-0.7160034,1.7695007,14.099976
-0.723999,1.7664948,14.300049
-0.7374878,1.760498,14.5
-0.75650024,1.7514954,14.699951
-0.7755127,1.7424927,14.900024
-0.7944946,1.7335052,15.099976
-0.8135071,1.7245026,15.300049
-0.832489,1.7154999,15.5
-0.8529968,1.7120056,15.699951
-0.875,1.7140045,15.900024
-0.8970032,1.7160034,16.099976
-0.91900635,1.7180023,16.300049
-0.9410095,1.7200012,16.5
-0.95150757,1.7350006,16.699951
-0.9505005,1.7630005,16.900024
-0.9494934,1.7910004,17.099976
-0.9484863,1.8190002,17.300049
-0.93899536,1.8744965,17.5
-0.92099,1.9575043,17.699951
-0.90301514,2.0404968,17.900024
-0.8919983,2.1360016,18.099976
-0.8880005,2.2440033,18.300049
-0.8840027,2.352005,18.5
-0.8800049,2.4600067,18.699951
-0.8760071,2.5679932,18.900024
-0.87350464,2.6535034,19.099976
-0.8720093,2.7059937,19.300049
-0.8699951,2.748001,19.5
-0.8680115,2.7899933,19.699951
-0.87701416,2.8240051,19.900024
-0.8970032,2.850006,20.099976
-0.9169922,2.876007,20.300049
-0.9370117,2.902008,20.5
-0.9544983,2.9380035,20.699951
-0.96951294,2.9839935,20.900024
-0.9844971,3.0299988,21.099976
-0.9995117,3.076004,21.299927
-1.0144958,3.121994,21.5
-1.0295105,3.1679993,21.699951
-1.0379944,3.2200012,21.900024
-1.0400085,3.2779999,22.099976
-1.0419922,3.3359985,22.299927
-1.0440063,3.3939972,22.5
-1.0524902,3.4674988,22.699951
-1.0675049,3.5565033,22.900024
-1.082489,3.6455078,23.099976
-1.0975037,3.734497,23.299927
-1.1124878,3.8235016,23.5
-1.1239929,3.9190063,23.699951
-1.1319885,4.020996,23.900024
-1.1400146,4.123001,24.099976
-1.1480103,4.225006,24.299927
-1.1560059,4.326996,24.5
-1.1640015,4.429001,24.699951
-1.1705017,4.5350037,24.900024
-1.1755066,4.6450043,25.099976
-1.1805115,4.755005,25.299927
-1.1854858,4.8650055,25.5
-1.1904907,4.975006,25.699951
-1.1954956,5.0914917,25.900024
-1.2005005,5.214493,26.099976
-1.2055054,5.337494,26.299927
-1.2105103,5.460495,26.5
-1.2155151,5.583496,26.699951
-1.2204895,5.706497,26.900024
-1.2265015,5.833008,27.099976
-1.23349,5.9629974,27.299927
-1.240509,6.0930023,27.5
-1.2474976,6.223007,27.699951
-1.2544861,6.352997,27.900024
-1.2625122,6.477997,28.099976
-1.2715149,6.598007,28.299927
-1.2804871,6.7180023,28.5
-1.2894897,6.8379974,28.699951
-1.2984924,6.958008,28.900024
-1.3080139,7.0785065,29.099976
-1.3179932,7.1995087,29.299927
-1.3280029,7.3204956,29.5
-1.3380127,7.441498,29.699951
-1.347992,7.5625,29.900024
-1.348999,7.6920013,30.099976
-1.3410034,7.830002,30.299927
-1.3330078,7.9680023,30.5
-1.3250122,8.106003,30.699951
-1.3265076,8.231003,30.900024
-1.3374939,8.343002,31.099976
-1.3485107,8.455002,31.299927
-1.3594971,8.567001,31.5
-1.3705139,8.679001,31.699951
-1.3815002,8.791,31.900024
-1.3880005,8.899002,32.099976
-1.3900146,9.003006,32.299927
-1.3919983,9.10701,32.5
-1.3940125,9.210999,32.69995
-1.4005127,9.314499,32.900024
-1.411499,9.417511,33.099976
-1.4225159,9.520508,33.299927
-1.4335022,9.623505,33.5
-1.4360046,9.7285,33.69995
-1.4299927,9.835495,33.900024
-1.4240112,9.942505,34.099976
-1.4179993,10.0494995,34.299927
-1.4135132,10.152496,34.5
-1.410492,10.251495,34.69995
-1.4075012,10.350494,34.900024
-1.3955078,10.462006,35.099976
-1.3745117,10.585999,35.299927
-1.3535156,10.710007,35.5
-1.332489,10.834,35.69995
-1.3114929,10.958008,35.900024
-1.2944946,11.073502,36.099976
-1.2814941,11.180496,36.299927
-1.2684937,11.287506,36.5
-1.2554932,11.394501,36.69995
-1.2424927,11.501495,36.900024
-1.2414856,11.5890045,37.099976
-1.2525024,11.656998,37.299927
-1.2634888,11.725006,37.5
-1.2745056,11.792999,37.69995
-1.2940063,11.856003,37.900024
-1.321991,11.914001,38.099976
-1.3500061,11.972,38.299927
-1.3779907,12.029999,38.5
-1.410492,12.085999,38.69995
-1.4475098,12.139999,38.900024
-1.4844971,12.194,39.099976
-1.5215149,12.248001,39.299927
-1.556488,12.2994995,39.5
-1.589508,12.3484955,39.69995
-1.6224976,12.397507,39.900024
-1.6554871,12.446503,40.099976
-1.6830139,12.499496,40.299927
-1.7049866,12.556503,40.5
-1.7269897,12.613495,40.69995
-1.7489929,12.670502,40.900024
-1.7600098,12.731003,41.099976
-1.7600098,12.794998,41.299927
-1.7600098,12.859009,41.5
-1.7600098,12.923004,41.69995
-1.760498,12.985992,41.900024
-1.7615051,13.048004,42.099976
-1.7625122,13.110001,42.299927
-1.7634888,13.171997,42.5
-1.7644958,13.233994,42.69995
-1.7619934,13.302002,42.900024
-1.756012,13.375992,43.099976
-1.75,13.449997,43.299927
-1.743988,13.524002,43.5
-1.7495117,13.591003,43.69995
-1.76651,13.651001,43.900024
-1.7835083,13.710999,44.099976
-1.8005066,13.770996,44.299927
-1.8175049,13.830994,44.5
-1.8345032,13.891006,44.69995
-1.8600159,13.942505,44.900024
-1.8940125,13.985504,45.099976
-1.928009,14.028503,45.299927
-1.9620056,14.071503,45.5
-1.9960022,14.114502,45.69995
-2.0345154,14.154999,45.899902
-2.0775146,14.193008,46.099976
-2.120514,14.231003,46.299927
-2.1635132,14.268997,46.5
-2.207489,14.309998,46.69995
-2.2525024,14.354004,46.900024
-2.2975159,14.39801,47.099976
-2.3424988,14.442001,47.299927
-2.3890076,14.484009,47.5
-2.4370117,14.524002,47.69995
-2.4850159,14.563995,47.899902
-2.5329895,14.604004,48.099976
-2.5809937,14.643997,48.299927
-2.6289978,14.684006,48.5
-2.6784973,14.7285,48.69995
-2.7294922,14.777496,48.899902
-2.780487,14.826508,49.099976
-2.8315125,14.875504,49.299927
-2.8825073,14.9244995,49.5
-2.9320068,14.966003,49.69995
-2.980011,15.0,49.899902
-3.0280151,15.033997,50.099976
-3.0759888,15.067993,50.299927
-3.125,15.0984955,50.5
-3.1749878,15.125504,50.69995
-3.225006,15.152496,50.899902
-3.274994,15.179504,51.099976
-3.3250122,15.206497,51.299927
-3.375,15.23349,51.5
-3.4289856,15.257996,51.69995
-3.4869995,15.279999,51.899902
-3.5450134,15.302002,52.099976
-3.6029968,15.32399,52.299927
-3.6549988,15.349503,52.5
-3.7009888,15.378494,52.69995
-3.7470093,15.407501,52.899902
-3.7929993,15.436493,53.099976
-3.8389893,15.4655,53.299927
-3.8835144,15.498001,53.5
-3.9265137,15.533997,53.69995
-3.969513,15.569992,53.899902
-4.012512,15.606003,54.099976
-4.058014,15.641495,54.299927
-4.1059875,15.676498,54.5
-4.1539917,15.711502,54.69995
-4.201996,15.7464905,54.899902
-4.25,15.781494,55.099976
-4.2955017,15.815994,55.299927
-4.338501,15.849991,55.5
-4.3815002,15.884003,55.69995
-4.4244995,15.917999,55.899902
-4.451996,15.949997,56.099976
-4.4639893,15.979996,56.299927
-4.476013,16.009995,56.5
-4.4880066,16.039993,56.69995
-4.4964905,16.078491,56.899902
-4.5014954,16.125488,57.099976
-4.5065002,16.1725,57.299927
-4.511505,16.219498,57.5
-4.51651,16.266495,57.69995
-4.5214844,16.313492,57.899902
-4.5230103,16.362,58.099976
-4.520996,16.411987,58.299927
-4.5190125,16.46199,58.5
-4.5169983,16.511993,58.69995
-4.5150146,16.561996,58.899902
-4.5029907,16.610992,59.099976
-4.4809875,16.658997,59.299927
-4.4589844,16.706985,59.5
-4.4370117,16.75499,59.69995
-4.4079895,16.812485,59.899902
-4.3720093,16.879486,60.099976
-4.3359985,16.946487,60.299927
-4.299988,17.013489,60.5
-4.2640076,17.08049,60.69995
-4.225006,17.148987,60.899902
-4.1829834,17.218994,61.099976
-4.140991,17.288986,61.299927
-4.098999,17.358994,61.5
-4.057007,17.428986,61.69995
-4.014496,17.500488,61.899902
-3.9714966,17.573486,62.099976
-3.9284973,17.646484,62.299927
-3.885498,17.719498,62.5
-3.8404846,17.793,62.69995
-3.7934875,17.86699,62.899902
-3.7464905,17.940994,63.099976
-3.6994934,18.015,63.299927
-3.6524963,18.08899,63.5
-3.6054993,18.168991,63.69995
-3.5585022,18.25499,63.899902
-3.5115051,18.340988,64.099976
-3.464508,18.426987,64.29993
-3.4129944,18.514496,64.5
-3.3569946,18.6035,64.69995
-3.3009949,18.69249,64.8999
-3.244995,18.781494,65.099976
-3.1889954,18.870499,65.29993
-3.134491,18.957,65.5
-3.0815125,19.041,65.69995
-3.0285034,19.125,65.8999
-2.9754944,19.209,66.099976
-2.9259949,19.291,66.29993
-2.880005,19.371002,66.5
-2.8339844,19.450989,66.69995
-2.7879944,19.53099,66.8999
-2.740509,19.61,67.099976
-2.6914978,19.687988,67.29993
-2.6424866,19.765991,67.5
-2.5935059,19.843994,67.69995
-2.5444946,19.921997,67.8999
-2.4960022,19.99649,68.099976
-2.447998,20.06749,68.29993
-2.399994,20.138489,68.5
-2.3559875,20.2025,68.69995
-2.3160095,20.259491,68.8999
-2.276001,20.316498,69.099976
-2.2359924,20.373505,69.29993
-2.195984,20.430496,69.5
-2.1535034,20.489502,69.69995
-2.10849,20.550507,69.8999
-2.063507,20.611496,70.099976
-2.0184937,20.6725,70.29993
-1.9754944,20.735,70.5
-1.9345093,20.798996,70.69995
-1.8934937,20.863007,70.8999
-1.8525085,20.927002,71.099976
-1.8114929,20.990997,71.29993
-1.7714844,21.057007,71.5
-1.7325134,21.125,71.69995
-1.693512,21.193008,71.8999
-1.6545105,21.261002,72.099976
-1.6075134,21.334,72.29993
-1.5524902,21.412003,72.5
-1.4974976,21.490005,72.69995
-1.4425049,21.568008,72.8999
-1.3909912,21.644012,73.099976
-1.3429871,21.718002,73.29993
-1.2949829,21.792007,73.5
-1.2470093,21.866013,73.69995
-1.2005005,21.938507,73.8999
-1.1554871,22.009506,74.099976
-1.1105042,22.080505,74.29993
-1.0654907,22.15152,74.49988
-1.0205078,22.222519,74.69995
-0.98150635,22.29602,74.8999
-0.9484863,22.37201,75.099976
-0.9154968,22.448013,75.29993
-0.8825073,22.524017,75.5
-0.8494873,22.600021,75.69995
-0.80599976,22.67102,75.8999
-0.75198364,22.737015,76.099976
-0.69799805,22.803009,76.29993
-0.64401245,22.869019,76.5
-0.588501,22.93451,76.69995
-0.53149414,22.999512,76.8999
-0.4744873,23.064514,77.099976
-0.417511,23.129517,77.29993
-0.36050415,23.194519,77.49988
-0.30551147,23.24701,77.69995
-0.25250244,23.287018,77.8999
-0.19949341,23.327011,78.099976
-0.15548706,23.367508,78.29993
-0.1204834,23.408508,78.5
-0.085510254,23.449509,78.69995
-0.05050659,23.490509,78.8999
-0.01550293,23.531525,79.099976
0.014007568,23.569016,79.29993
0.037994385,23.603012,79.49988
0.06201172,23.637024,79.69995
0.085998535,23.67102,79.8999
0.103515625,23.704514,80.099976
0.11450195,23.737518,80.29993
0.12548828,23.770523,80.5
0.13650513,23.803513,80.69995
0.14749146,23.836517,80.8999
0.1619873,23.869019,81.099976
0.17999268,23.901016,81.29993
0.19799805,23.933014,81.5
0.21600342,23.965027,81.69995
0.23251343,23.995514,81.900024
0.24749756,24.02452,82.099976
0.2625122,24.053513,82.30005
0.28048706,24.082016,82.5
0.30151367,24.110016,82.69995
0.32250977,24.138016,82.900024
0.34350586,24.166016,83.099976
0.36450195,24.194016,83.30005
0.38650513,24.227509,83.5
0.40951538,24.26651,83.70007
0.43249512,24.305511,83.900024
0.45550537,24.344513,84.099976
0.47149658,24.380524,84.30005
0.48049927,24.413513,84.5
0.48950195,24.446518,84.70007
0.49850464,24.479523,84.900024
0.5075073,24.512512,85.1001
0.50149536,24.552017,85.30005
0.48049927,24.598022,85.5
0.45950317,24.644012,85.70007
0.43850708,24.690018,85.900024
0.41848755,24.737518,86.1001
0.39950562,24.786514,86.30005
0.38049316,24.83551,86.50012
0.36151123,24.884521,86.70007
0.34249878,24.933517,86.90015
0.3250122,24.984009,87.1001
0.30899048,25.03601,87.30005
0.29299927,25.088013,87.50012
0.27700806,25.140015,87.70007
0.25750732,25.186508,87.90015
0.23449707,25.227509,88.1001
0.21151733,25.268509,88.30017
0.18951416,25.303513,88.50012
0.16848755,25.33252,88.700195
0.14749146,25.361511,88.90015
0.12649536,25.390518,89.1001
0.10549927,25.41951,89.30017
0.084503174,25.44751,89.50012
0.06350708,25.474518,89.700195
0.042510986,25.50151,89.90015
0.021514893,25.528519,90.1001
-0.0014953613,25.55751,90.30017
-0.026489258,25.588516,90.50012
-0.05050659,25.629517,90.700195
-0.07348633,25.680511,90.90015
-0.09649658,25.731506,91.10022
-0.116485596,25.78801,91.30017
-0.13348389,25.850006,91.500244
-0.1505127,25.912018,91.700195
-0.16751099,25.974014,91.90015
-0.18148804,26.039017,92.10022
-0.19250488,26.10701,92.30017
-0.20349121,26.175018,92.500244
-0.21450806,26.243011,92.700195
-0.22598267,26.310013,92.90027
-0.23800659,26.376007,93.10022
-0.25,26.442017,93.30029
-0.2630005,26.507004,93.500244
-0.27700806,26.571014,93.700195
-0.2909851,26.63501,93.90027
-0.30499268,26.699005,94.10022
-0.31900024,26.763016,94.30029
-0.33499146,26.82402,94.500244
-0.35299683,26.882019,94.70032
-0.3710022,26.940018,94.90027
-0.38949585,26.994507,95.10022
-0.4085083,27.045517,95.30029
-0.42749023,27.096512,95.500244
-0.4465027,27.147522,95.70032
-0.46749878,27.19902,95.90027
-0.49050903,27.251007,96.10034
-0.51348877,27.303009,96.30029
-0.53948975,27.351013,96.500244
-0.56851196,27.39502,96.70032
-0.59750366,27.43901,96.90027
-0.62649536,27.483017,97.10034
-0.65649414,27.51651,97.30029
-0.6875,27.53952,97.50037
-0.71850586,27.562515,97.70032
-0.7495117,27.58551,97.90039
-0.7714844,27.60202,98.10034
-0.78448486,27.612015,98.30029
-0.79748535,27.62201,98.50037
-0.81048584,27.632019,98.70032
-0.82199097,27.657013,98.90039
-0.83200073,27.697006,99.10034
-0.8420105,27.737015,99.300415
-0.85198975,27.777008,99.50037
-0.8630066,27.822006,99.70044
-0.875,27.87201,99.90039
-0.8869934,27.922012,100.10034
-0.8989868,27.972015,100.300415
-0.91448975,28.02002,100.50037
-0.9335022,28.06601,100.70044
-0.95248413,28.112015,100.90039
-0.9714966,28.15802,101.100464
-0.9954834,28.20401,101.300415
-1.0245056,28.250015,101.50037
-1.0534973,28.29602,101.70044
-1.0815125,28.348022,101.90039
-1.10849,28.406021,102.100464
-1.135498,28.46402,102.300415
-1.1625061,28.522018,102.50049
-1.1894836,28.580017,102.70044
-1.2189941,28.63301,102.90039
-1.2510071,28.681015,103.100464
-1.2829895,28.72902,103.300415
-1.3150024,28.777023,103.50049
-1.347992,28.821518,103.70044
-1.3819885,28.862518,103.90051
-1.4159851,28.903519,104.100464
-1.4500122,28.944519,104.30054
-1.4849854,28.98053,104.50049
-1.5209961,29.01152,104.70044
-1.5570068,29.042526,104.90051
-1.5929871,29.073517,105.100464
-1.625,29.07402,105.30054
-1.6529846,29.044022,105.50049
-1.6809998,29.014023,105.70056
-1.7089844,28.984024,105.90051
-1.7369995,28.954025,106.100586
-1.7724915,28.917023,106.30054
-1.8154907,28.873016,106.50049
-1.85849,28.829025,106.70056
-1.8964844,28.773026,106.90051
-1.9295044,28.705017,107.100586
-1.9624939,28.637024,107.30054
-1.9954834,28.569016,107.50061
-2.0174866,28.515518,107.70056
-2.0285034,28.476517,107.90051
-2.0394897,28.437515,108.100586
-2.0505066,28.39853,108.30054
-2.061493,28.359528,108.50061
-2.0740051,28.333023,108.70056
-2.0880127,28.319016,108.900635
-2.1019897,28.305023,109.100586
-2.1224976,28.295517,109.30054
-2.1495056,28.290527,109.50061
-2.1764832,28.285522,109.70056
-2.207489,28.280518,109.900635
-2.2424927,28.275528,110.100586
-2.2774963,28.270523,110.30066
-2.3125,28.265518,110.50061
-2.3569946,28.259018,110.70068
-2.4110107,28.251022,110.900635
-2.4649963,28.243027,111.100586
-2.5190125,28.235031,111.30066
-2.572998,28.22702,111.50061
-2.6275024,28.223526,111.70068
-2.682495,28.224518,111.900635
-2.7374878,28.225525,112.10071
-2.7984924,28.22403,112.30066
-2.865509,28.220032,112.50073
-2.932495,28.216019,112.70068
-2.9995117,28.21202,112.900635
-3.0664978,28.208023,113.10071
-3.1340027,28.20552,113.30066
-3.2019958,28.204529,113.50073
-3.269989,28.203522,113.70068
-3.3424988,28.19902,113.90076
-3.4194946,28.191025,114.10071
-3.4964905,28.18303,114.30066
-3.5734863,28.175034,114.50073
-3.6505127,28.167023,114.70068
-3.722992,28.159027,114.90076
-3.790985,28.151031,115.10071
-3.8590088,28.143036,115.30078
-3.927002,28.13504,115.50073
-3.9920044,28.137543,115.70068
-4.0539856,28.150543,115.90076
-4.1159973,28.163544,116.10071
-4.178009,28.176544,116.30078
-4.2430115,28.184036,116.50073
-4.3110046,28.186035,116.700806
-4.378998,28.188034,116.90076
-4.446991,28.190033,117.10083
-4.5230103,28.189545,117.30078
-4.6069946,28.186539,117.50073
-4.6910095,28.183533,117.700806
-4.774994,28.180542,117.90076
-4.862488,28.180038,118.10083
-4.953491,28.182037,118.30078
-5.0444946,28.184052,118.500854
-5.1359863,28.184052,118.700806
-5.227997,28.182037,118.90088
-5.3200073,28.180038,119.10083
-5.4119873,28.17804,119.30078
-5.503998,28.17604,119.500854
-5.5849915,28.168045,119.700806
-5.654999,28.154037,119.90088
-5.725006,28.140045,120.10083
-5.790497,28.131042,120.3009
-5.8515015,28.127045,120.500854
-5.912506,28.123047,120.700806
-5.9735107,28.119034,120.90088
-6.0350037,28.117035,121.10083
-6.096985,28.117035,121.3009
-6.1589966,28.117035,121.500854
-6.2210083,28.117035,121.70093
-6.286499,28.116043,121.90088
-6.3554993,28.114044,122.10095
-6.4244995,28.11203,122.3009
-6.4970093,28.114044,122.500854
-6.572998,28.12004,122.70093
-6.648987,28.126038,122.90088
-6.725006,28.13205,123.10095
-6.800995,28.138046,123.3009
-6.876007,28.147537,123.50098
-6.950012,28.160538,123.70093
-7.023987,28.173553,123.90088
-7.0960083,28.185547,124.10095
-7.165985,28.196548,124.3009
-7.2359924,28.20755,124.50098
-7.3059998,28.218552,124.70093
-7.376007,28.229553,124.901
-7.4484863,28.243042,125.10095
-7.5234985,28.259048,125.301025
-7.5985107,28.275055,125.50098
-7.6705017,28.289047,125.70093
-7.739502,28.301056,125.901
-7.808502,28.31305,126.10095
-7.8775024,28.325043,126.301025
-7.9450073,28.338547,126.50098
-8.010986,28.353546,126.70105
-8.076996,28.368546,126.901
-8.140991,28.384048,127.10095
-8.203003,28.40004,127.301025
-8.265015,28.416046,127.50098
-8.326996,28.432037,127.70105
-8.389008,28.448044,127.901
-8.451996,28.465546,128.10107
-8.515991,28.484543,128.30103
-8.579987,28.50354,128.50098
-8.644989,28.524048,128.70105
-8.710999,28.546051,128.901
-8.777008,28.568039,129.10107
-8.842987,28.590042,129.30103
-8.908997,28.612045,129.5011
-8.975494,28.633545,129.70105
-9.042511,28.654541,129.90112
-9.109497,28.675537,130.10107
-9.175507,28.698044,130.30103
-9.240509,28.72203,130.5011
-9.305511,28.746033,130.70105
-9.370514,28.770035,130.90112
-9.435486,28.794037,131.10107
-9.506012,28.814041,131.30115
-9.582001,28.830032,131.5011
-9.6579895,28.846039,131.70117
-9.735992,28.864532,131.90112
-9.8160095,28.885529,132.10107
-9.895996,28.90654,132.30115
-9.976013,28.927536,132.5011
-10.054993,28.94954,132.70117
-10.132996,28.972534,132.90112
-10.210999,28.995544,133.1012
-10.288513,29.021545,133.30115
-10.365509,29.050537,133.50122
-10.442505,29.079529,133.70117
-10.519501,29.108536,133.90112
-10.596497,29.137527,134.1012
-10.674988,29.166534,134.30115
-10.755005,29.195526,134.50122
-10.834991,29.224533,134.70117
-10.914001,29.253021,134.90112
-10.992004,29.281021,135.1012
-11.070007,29.309021,135.30127
-11.14801,29.33702,135.50122
-11.225494,29.364029,135.70117
-11.30249,29.39003,135.90125
-11.379486,29.41603,136.1012
-11.456512,29.442017,136.30127
-11.534485,29.47052,136.50122
-11.613495,29.501526,136.70117
-11.692505,29.532516,136.90125
-11.773499,29.563019,137.1012
-11.856506,29.593018,137.30127
-11.939484,29.623016,137.50122
-12.022491,29.653015,137.7013
-12.105499,29.68303,137.90125
-12.188507,29.713028,138.10132
-12.271484,29.743027,138.30127
-12.354004,29.77452,138.50122
-12.436005,29.807526,138.7013
-12.518005,29.840515,138.90125
-12.600006,29.872528,139.10132
-12.682007,29.903519,139.30127
-12.764008,29.934525,139.50122
-12.846008,29.965515,139.7013
-12.928009,29.996521,139.90125
-13.010986,30.026016,140.10132
-13.095001,30.054016,140.30127
-13.178986,30.082016,140.50134
-13.262482,30.109009,140.7013
-13.3454895,30.13501,140.90137
-13.428497,30.16101,141.10132
-13.51001,30.188522,141.30127
-13.589996,30.217514,141.50134
-13.669983,30.246521,141.7013
-13.75,30.276016,141.90137
-13.829987,30.306015,142.10132
-13.910004,30.336014,142.30139
-13.98999,30.366013,142.50134
